defined_class	defined_class_label	biological_process	biological_process_label	location	location_label
http://purl.obolibrary.org/obo/HP_0011922	Abnormal activity of mitochondrial respiratory chain	http://purl.obolibrary.org/obo/GO_0008152	metabolic process	http://purl.obolibrary.org/obo/GO_0005746	'mitochondrial respirasome'
