defined_class	defined_class_label	behavior_process	behavior_process_label
http://purl.obolibrary.org/obo/HP_0000734	Disinhibition	http://purl.obolibrary.org/obo/NBO_0000604	social inhibition
http://purl.obolibrary.org/obo/HP_0000728	Impaired ability to form peer relationships	http://purl.obolibrary.org/obo/NBO_0000043	bonding behavior
http://purl.obolibrary.org/obo/HP_0000817	Poor eye contact	http://purl.obolibrary.org/obo/NBO_0000616	eye contact
http://purl.obolibrary.org/obo/HP_0000721	Lack of spontaneous play	http://purl.obolibrary.org/obo/NBO_0000075	playing behavior
http://purl.obolibrary.org/obo/HP_0000745	Diminished motivation	http://purl.obolibrary.org/obo/NBO_0000233	motivation behavior
