defined_class,defined_class_label,molecular_function,molecular_function_label
http://purl.obolibrary.org/obo/HP_0410192,Abnormal uridine diphosphate glucose-4-epimerase activity,http://purl.obolibrary.org/obo/GO_0003978,UDP-glucose 4-epimerase activity
http://purl.obolibrary.org/obo/HP_0004379,Abnormality of alkaline phosphatase activity,http://purl.obolibrary.org/obo/GO_0004035,alkaline phosphatase activity
