source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status
en	nna	HP:0001805	rdfs:label	Onychogryposis	Milpiny Wirtu	OFFICIAL
en	nna	HP:0009380	rdfs:label	Aplasia of the fingers	Waraja Finger Majarri	OFFICIAL
