defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
HP:0100397	Short proximal phalanx of the 5th toe	UBERON:0004336	proximal phalanx of pedal digit 5
HP:0100396	Short proximal phalanx of the 4th toe	UBERON:0004335	proximal phalanx of pedal digit 4
HP:0100395	Short proximal phalanx of the 3rd toe	UBERON:0004334	proximal phalanx of pedal digit 3
HP:0100394	Short middle phalanx of the 5th toe	UBERON:0004327	middle phalanx of pedal digit 5
HP:0100393	Short middle phalanx of the 4th toe	UBERON:0004326	middle phalanx of pedal digit 4
HP:0100392	Short middle phalanx of the 3rd toe	UBERON:0004325	middle phalanx of pedal digit 3
HP:0100391	Short distal phalanx of the 5th toe	UBERON:0004319	distal phalanx of pedal digit 5
HP:0100390	Short distal phalanx of the 4th toe	UBERON:0004318	distal phalanx of pedal digit 4
HP:0100389	Short distal phalanx of the 3rd toe	UBERON:0004317	distal phalanx of pedal digit 3
HP:0100368	Short phalanx of the 5th toe	UBERON:0003863	pedal digit 5 phalanx
HP:0100367	Short phalanx of the 4th toe	UBERON:0003862	pedal digit 4 phalanx
HP:0100366	Short phalanx of the 3rd toe	UBERON:0003642	pedal digit 3 phalanx
HP:0010437	Short proximal phalanx of the 2nd toe	UBERON:0004333	proximal phalanx of pedal digit 2
HP:0010435	Short middle phalanx of the 2nd toe	UBERON:0004324	middle phalanx of pedal digit 2
HP:0010433	Short distal phalanx of the 2nd toe	UBERON:0004316	distal phalanx of pedal digit 2
HP:0010431	Short phalanx of the 2nd toe	UBERON:0003641	pedal digit 2 phalanx
HP:0010107	Short proximal phalanx of hallux	UBERON:0004332	proximal phalanx of pedal digit 1
HP:0010103	Short distal phalanx of hallux	UBERON:0004315	distal phalanx of pedal digit 1
HP:0005790	Short mandibular condyles	UBERON:0004657	mandible condylar process
