defined_class	defined_class_label	entity	entity_label
HP:0100886	Abnormality of globe location	UBERON:0010230	eyeball of camera-type eye
HP:0040296	Abnormal location of the eyebrow	UBERON:0010163	eyebrow
HP:0010814	Abnormal position of hair whorl	UBERON:0014381	whorl of hair
HP:0010748	Ectopic lacrimal punctum	UBERON:0010284	lacrimal punctum
HP:0000357	Abnormal location of ears	UBERON:0001690	ear
