Level	Rule Name	Subject	Property	Value
WARN	duplicate_exact_synonym	HP:0000729	oboInOwl:hasExactSynonym	ASD	
WARN	duplicate_exact_synonym	HP:0001631	oboInOwl:hasExactSynonym	ASD	
WARN	missing_definition	BFO:0000050	IAO:0000115		
WARN	missing_definition	BFO:0000051	IAO:0000115		
WARN	missing_definition	BFO:0000066	IAO:0000115		
WARN	missing_definition	HP:0000001	IAO:0000115		
WARN	missing_definition	HP:0000025	IAO:0000115		
WARN	missing_definition	HP:0000036	IAO:0000115		
WARN	missing_definition	HP:0000045	IAO:0000115		
WARN	missing_definition	HP:0000046	IAO:0000115		
WARN	missing_definition	HP:0000064	IAO:0000115		
WARN	missing_definition	HP:0000065	IAO:0000115		
WARN	missing_definition	HP:0000066	IAO:0000115		
WARN	missing_definition	HP:0000133	IAO:0000115		
WARN	missing_definition	HP:0000144	IAO:0000115		
WARN	missing_definition	HP:0000145	IAO:0000115		
WARN	missing_definition	HP:0000147	IAO:0000115		
WARN	missing_definition	HP:0000182	IAO:0000115		
WARN	missing_definition	HP:0000183	IAO:0000115		
WARN	missing_definition	HP:0000187	IAO:0000115		
WARN	missing_definition	HP:0000198	IAO:0000115		
WARN	missing_definition	HP:0000199	IAO:0000115		
WARN	missing_definition	HP:0000216	IAO:0000115		
WARN	missing_definition	HP:0000223	IAO:0000115		
WARN	missing_definition	HP:0000224	IAO:0000115		
WARN	missing_definition	HP:0000265	IAO:0000115		
WARN	missing_definition	HP:0000273	IAO:0000115		
WARN	missing_definition	HP:0000282	IAO:0000115		
WARN	missing_definition	HP:0000291	IAO:0000115		
WARN	missing_definition	HP:0000315	IAO:0000115		
WARN	missing_definition	HP:0000320	IAO:0000115		
WARN	missing_definition	HP:0000383	IAO:0000115		
WARN	missing_definition	HP:0000417	IAO:0000115		
WARN	missing_definition	HP:0000433	IAO:0000115		
WARN	missing_definition	HP:0000447	IAO:0000115		
WARN	missing_definition	HP:0000451	IAO:0000115		
WARN	missing_definition	HP:0000454	IAO:0000115		
WARN	missing_definition	HP:0000466	IAO:0000115		
WARN	missing_definition	HP:0000497	IAO:0000115		
WARN	missing_definition	HP:0000531	IAO:0000115		
WARN	missing_definition	HP:0000548	IAO:0000115		
WARN	missing_definition	HP:0000559	IAO:0000115		
WARN	missing_definition	HP:0000584	IAO:0000115		
WARN	missing_definition	HP:0000607	IAO:0000115		
WARN	missing_definition	HP:0000630	IAO:0000115		
WARN	missing_definition	HP:0000650	IAO:0000115		
WARN	missing_definition	HP:0000658	IAO:0000115		
WARN	missing_definition	HP:0000661	IAO:0000115		
WARN	missing_definition	HP:0000719	IAO:0000115		
WARN	missing_definition	HP:0000721	IAO:0000115		
WARN	missing_definition	HP:0000725	IAO:0000115		
WARN	missing_definition	HP:0000727	IAO:0000115		
WARN	missing_definition	HP:0000728	IAO:0000115		
WARN	missing_definition	HP:0000732	IAO:0000115		
WARN	missing_definition	HP:0000737	IAO:0000115		
WARN	missing_definition	HP:0000741	IAO:0000115		
WARN	missing_definition	HP:0000742	IAO:0000115		
WARN	missing_definition	HP:0000748	IAO:0000115		
WARN	missing_definition	HP:0000749	IAO:0000115		
WARN	missing_definition	HP:0000753	IAO:0000115		
WARN	missing_definition	HP:0000757	IAO:0000115		
WARN	missing_definition	HP:0000786	IAO:0000115		
