group	ClassCreation	NodeDirectMerge	NodeObsoletionWithDirectReplacement	NodeTextDefinitionChange	NodeRename	NewTextDefinition	EdgeDeletion	NewSynonym	SynonymPredicateChange	RemoveSynonym	NodeMove	All_Obsoletion	All_Synonym
__RESIDUAL__	830	18	1	320	195	39	239	381	11	15	226	19	407
