group	RemoveMapping	ClassCreation	NewTextDefinition	NewSynonym	EdgeCreation	RemoveNodeFromSubset	RemoveSynonym	NodeObsoletionWithDirectReplacement	EdgeDeletion	NodeRename	NodeTextDefinitionChange	RemoveTextDefinition	NodeDeletion	All_Obsoletion	All_Synonym
__RESIDUAL__	17412	69	73	323	124	838	292	11	49	40	70	3	3	11	615
