defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
HP:0200055	Small hand	UBERON:0002398	manus
HP:0040260	Decreased size of nasopharyngeal adenoids	UBERON:0001732	pharyngeal tonsil
HP:0040254	Decreased size of the clitoris	UBERON:0002411	clitoris
HP:0040010	Small posterior fossa	UBERON:0008788	posterior cranial fossa
HP:0012697	Small basal ganglia	UBERON:0002420	basal ganglion
HP:0012506	Small pituitary gland	UBERON:0000007	pituitary gland
HP:0012284	Small proximal tibial epiphyses	UBERON:0008772	proximal epiphysis of tibia
HP:0010585	Small epiphyses	UBERON:0001437	epiphysis
HP:0010236	Small epiphyses of the phalanges of the hand	UBERON:0004387	epiphysis of phalanx of manus
HP:0010157	Small epiphysis of the 1st metatarsal	UBERON:0004395	epiphysis of first metatarsal bone
HP:0010023	Small epiphysis of the 1st metacarpal	UBERON:0004391	epiphysis of first metacarpal bone
HP:0008734	Decreased testicular size	UBERON:0000473	testis
HP:0006347	Microdontia of primary teeth	UBERON:0007120	premolar tooth
HP:0006266	Small placenta	UBERON:0001987	placenta
HP:0005486	Small fontanelle	UBERON:0002221	fontanelle
HP:0004388	Microcolon	UBERON:0001155	colon
HP:0004258	Small trapezoid bone	UBERON:0001431	distal carpal bone 2
HP:0004255	Small trapezium	UBERON:0001430	distal carpal bone 1
HP:0004247	Small scaphoid	UBERON:0001427	radiale
HP:0004010	Small radial epiphyses	UBERON:0004385	epiphysis of radius
HP:0003900	Small humeral epiphyses	UBERON:0004382	epiphysis of humerus
HP:0002983	Micromelia	UBERON:0010707	appendage girdle complex
HP:0002677	Small foramen magnum	UBERON:0003687	foramen magnum
HP:0002472	Small cerebral cortex	UBERON:0000956	cerebral cortex
HP:0001593	Maxillary lateral incisor microdontia	UBERON:0003451	lower jaw incisor
HP:0001322	Brain very small	UBERON:0000955	brain
HP:0000691	Microdontia	UBERON:0001091	calcareous tooth
HP:0000568	Microphthalmia	UBERON:0010230	eyeball of camera-type eye
HP:0000482	Microcornea	UBERON:0000964	cornea
HP:0000350	Small forehead	UBERON:0008200	forehead
HP:0000274	Small face	UBERON:0001456	face
HP:0000237	Small anterior fontanelle	UBERON:0002510	anterior fontanel
HP:0000171	Microglossia	UBERON:0001723	tongue
