defined_class	defined_class_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/HP_0005219	Absence of intrinsic factor	http://purl.obolibrary.org/obo/PR_000007975	cobalamin binding intrinsic factor
http://purl.obolibrary.org/obo/HP_0003570	Molybdenum cofactor deficiency	http://purl.obolibrary.org/obo/CHEBI_60525	molybdenum cofactor(2-)
