defined_class	defined_class_label	cell	cell_label	location	location_label
http://purl.obolibrary.org/obo/HP_0020111	Abnormal CD4+CD25+ regulatory T cell proportion	http://purl.obolibrary.org/obo/CL_0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	http://purl.obolibrary.org/obo/UBERON_0000178	blood
