defined_class	defined_class_label	chemical_entity	chemical_entity_label	location	location_label
http://purl.obolibrary.org/obo/HP_0008181	Abetalipoproteinemia	http://purl.obolibrary.org/obo/CHEBI_39026	low-density lipoprotein	http://purl.obolibrary.org/obo/UBERON_0000178	blood
