defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	entity	entity_label
http://purl.obolibrary.org/obo/HP_0002493	Upper motor neuron dysfunction	http://purl.obolibrary.org/obo/CL_0000540	neuron	http://purl.obolibrary.org/obo/UBERON_0001384	primary motor cortex
