defined_class	defined_class_label	behavior_process	behavior_process_label
http://purl.obolibrary.org/obo/HP_0000738	Hallucinations	http://purl.obolibrary.org/obo/NBO_0000608	hallucination
http://purl.obolibrary.org/obo/HP_0000744	Low frustration tolerance	http://purl.obolibrary.org/obo/NBO_0000620	frustration behavior
