defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/HP_0003524	Decreased methionine synthase activity	http://purl.obolibrary.org/obo/GO_0006555	methionine metabolic process
http://purl.obolibrary.org/obo/HP_0000802	Impotence	http://purl.obolibrary.org/obo/GO_0043084	penile erection
http://purl.obolibrary.org/obo/HP_0000505	Visual impairment	http://purl.obolibrary.org/obo/GO_0007601	visual perception
