defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	location	location_label
http://purl.obolibrary.org/obo/HP_0001836	Camptodactyly of toe	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0007721	interphalangeal joint of pes
http://purl.obolibrary.org/obo/HP_0009538	Contracture of the distal interphalangeal joint of the 2nd finger	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0014668	distal interphalangeal joint of manual digit 2
http://purl.obolibrary.org/obo/HP_0100352	Contracture of the distal interphalangeal joint of the 2nd toe	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0014672	distal interphalangeal joint of pedal digit 2
http://purl.obolibrary.org/obo/HP_0009469	Contracture of the distal interphalangeal joint of the 3rd finger	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0014508	distal interphalangeal joint of manual digit 3
http://purl.obolibrary.org/obo/HP_0100353	Contracture of the distal interphalangeal joint of the 3rd toe	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0014507	distal interphalangeal joint of pedal digit 3
http://purl.obolibrary.org/obo/HP_0009275	Contracture of the distal interphalangeal joint of the 4th finger	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0014670	distal interphalangeal joint of manual digit 4
http://purl.obolibrary.org/obo/HP_0100354	Contracture of the distal interphalangeal joint of the 4th toe	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0014674	distal interphalangeal joint of pedal digit 4
http://purl.obolibrary.org/obo/HP_0009470	Contracture of the metacarpophalangeal joint of the 3rd finger	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0007741	metacarpophalangeal joint of manual digit 3
http://purl.obolibrary.org/obo/HP_0009277	Contracture of the metacarpophalangeal joint of the 4th finger	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0007744	metacarpophalangeal joint of manual digit 4
http://purl.obolibrary.org/obo/HP_0009186	Contracture of the metacarpophalangeal joint of the 5th finger	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0007747	metacarpophalangeal joint of manual digit 5
http://purl.obolibrary.org/obo/HP_0100356	Contracture of the metatarsophalangeal joint of the 2nd toe	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0007753	metatarsophalangeal joint of pedal digit 2
http://purl.obolibrary.org/obo/HP_0100357	Contracture of the metatarsophalangeal joint of the 3rd toe	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0007756	metatarsophalangeal joint of pedal digit 3
http://purl.obolibrary.org/obo/HP_0100358	Contracture of the metatarsophalangeal joint of the 4th toe	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0007759	metatarsophalangeal joint of pedal digit 4
http://purl.obolibrary.org/obo/HP_0100359	Contracture of the metatarsophalangeal joint of the 5th toe	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0007762	metatarsophalangeal joint of pedal digit 5
http://purl.obolibrary.org/obo/HP_0009624	Contractures of the carpometacarpal joint of the thumb	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0011265	carpometacarpal joint of digit 1
http://purl.obolibrary.org/obo/HP_0100355	Contractures of the distal interphalangeal joint of the 5th toe	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0014675	distal interphalangeal joint of pedal digit 5
http://purl.obolibrary.org/obo/HP_0009626	Contractures of the interphalangeal joint of the thumb	http://purl.obolibrary.org/obo/UBERON_0000043	tendon	http://purl.obolibrary.org/obo/UBERON_0007723	interphalangeal joint of manual digit 1
