defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	location	location_label	shape	shape_label
http://purl.obolibrary.org/obo/HP_0010256	Triangular epiphyses of the distal phalanges of the hand	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0003865	distal phalanx of manus	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0010123	Triangular epiphyses of the hallux	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0003640	pedal digit 1 phalanx	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0010267	Triangular epiphyses of the middle phalanges of the hand	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0003864	middle phalanx of manus	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0010278	Triangular epiphyses of the proximal phalanges of the hand	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0002234	proximal phalanx of manus	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009696	Triangular epiphyses of the thumb	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0001463	manual digit 1	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0010172	Triangular epiphyses of the toes	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0001449	phalanx of pes	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009512	Triangular epiphysis of the distal phalanx of the 2nd finger	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004311	distal phalanx of manual digit 2	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0100110	Triangular epiphysis of the distal phalanx of the 2nd toe	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004316	distal phalanx of pedal digit 2	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009345	Triangular epiphysis of the distal phalanx of the 3rd finger	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004312	distal phalanx of manual digit 3	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0100145	Triangular epiphysis of the distal phalanx of the 3rd toe	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004317	distal phalanx of pedal digit 3	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009260	Triangular epiphysis of the distal phalanx of the 4th finger	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004313	distal phalanx of manual digit 4	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0100179	Triangular epiphysis of the distal phalanx of the 4th toe	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004318	distal phalanx of pedal digit 4	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009149	Triangular epiphysis of the distal phalanx of the 5th finger	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004314	distal phalanx of manual digit 5	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0100212	Triangular epiphysis of the distal phalanx of the 5th toe	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004319	distal phalanx of pedal digit 5	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0010148	Triangular epiphysis of the distal phalanx of the hallux	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004315	distal phalanx of pedal digit 1	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009685	Triangular epiphysis of the distal phalanx of the thumb	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004337	distal phalanx of manual digit 1	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009523	Triangular epiphysis of the middle phalanx of the 2nd finger	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004320	middle phalanx of manual digit 2	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0100121	Triangular epiphysis of the middle phalanx of the 2nd toe	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004324	middle phalanx of pedal digit 2	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009331	Triangular epiphysis of the middle phalanx of the 3rd finger	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004321	middle phalanx of manual digit 3	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0100156	Triangular epiphysis of the middle phalanx of the 3rd toe	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004325	middle phalanx of pedal digit 3	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009224	Triangular epiphysis of the middle phalanx of the 4th finger	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004322	middle phalanx of manual digit 4	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0100190	Triangular epiphysis of the middle phalanx of the 4th toe	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004326	middle phalanx of pedal digit 4	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009213	Triangular epiphysis of the middle phalanx of the 5th finger	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004323	middle phalanx of manual digit 5	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0100223	Triangular epiphysis of the middle phalanx of the 5th toe	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004327	middle phalanx of pedal digit 5	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009534	Triangular epiphysis of the proximal phalanx of the 2nd finger	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004328	proximal phalanx of manual digit 2	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0100132	Triangular epiphysis of the proximal phalanx of the 2nd toe	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004333	proximal phalanx of pedal digit 2	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009356	Triangular epiphysis of the proximal phalanx of the 3rd finger	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004329	proximal phalanx of manual digit 3	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0100167	Triangular epiphysis of the proximal phalanx of the 3rd toe	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004334	proximal phalanx of pedal digit 3	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009271	Triangular epiphysis of the proximal phalanx of the 4th finger	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004330	proximal phalanx of manual digit 4	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0100201	Triangular epiphysis of the proximal phalanx of the 4th toe	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004335	proximal phalanx of pedal digit 4	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009154	Triangular epiphysis of the proximal phalanx of the 5th finger	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004331	proximal phalanx of manual digit 5	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0100234	Triangular epiphysis of the proximal phalanx of the 5th toe	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004336	proximal phalanx of pedal digit 5	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0010137	Triangular epiphysis of the proximal phalanx of the hallux	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	http://purl.obolibrary.org/obo/UBERON_0004332	proximal phalanx of pedal digit 1	http://purl.obolibrary.org/obo/PATO_0001875	triangular
http://purl.obolibrary.org/obo/HP_0009674	Triangular epiphysis of the proximal phalanx of the thumb	http://purl.obolibrary.org/obo/UBERON_0004387	epiphysis of phalanx of manus	http://purl.obolibrary.org/obo/UBERON_0004338	proximal phalanx of manual digit 1	http://purl.obolibrary.org/obo/PATO_0001875	triangular
