defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/HP_0000592	Blue sclerae	http://purl.obolibrary.org/obo/UBERON_0001773	sclera
http://purl.obolibrary.org/obo/HP_0100689	Decreased corneal thickness	http://purl.obolibrary.org/obo/UBERON_0000964	cornea
http://purl.obolibrary.org/obo/HP_0002213	Fine hair	http://purl.obolibrary.org/obo/UBERON_0001037	strand of hair
http://purl.obolibrary.org/obo/HP_0001786	Narrow foot	http://purl.obolibrary.org/obo/UBERON_0002387	pes
http://purl.obolibrary.org/obo/HP_0009933	Narrow naris	http://purl.obolibrary.org/obo/UBERON_0005928	external naris
http://purl.obolibrary.org/obo/HP_0002753	Thin bony cortex	http://purl.obolibrary.org/obo/UBERON_0001439	compact bone tissue
http://purl.obolibrary.org/obo/HP_0010539	Thin calvarium	http://purl.obolibrary.org/obo/UBERON_0004339	vault of skull
http://purl.obolibrary.org/obo/HP_0006645	Thin clavicles	http://purl.obolibrary.org/obo/UBERON_0001105	clavicle bone
http://purl.obolibrary.org/obo/HP_0009905	Thin ear helix	http://purl.obolibrary.org/obo/UBERON_0002488	helix of outer ear
http://purl.obolibrary.org/obo/HP_0045074	Thin eyebrow	http://purl.obolibrary.org/obo/UBERON_0010163	eyebrow
http://purl.obolibrary.org/obo/HP_0012742	Thin fingernail	http://purl.obolibrary.org/obo/UBERON_0009565	nail of manual digit
http://purl.obolibrary.org/obo/HP_0010282	Thin lower lip vermilion	http://purl.obolibrary.org/obo/UBERON_0001835	lower lip
http://purl.obolibrary.org/obo/HP_0001816	Thin nail	http://purl.obolibrary.org/obo/UBERON_0001705	nail
http://purl.obolibrary.org/obo/HP_0000883	Thin ribs	http://purl.obolibrary.org/obo/UBERON_0002228	rib
http://purl.obolibrary.org/obo/HP_0000963	Thin skin	http://purl.obolibrary.org/obo/UBERON_0002097	skin of body
http://purl.obolibrary.org/obo/HP_0012746	Thin toenail	http://purl.obolibrary.org/obo/UBERON_0009567	nail of pedal digit
http://purl.obolibrary.org/obo/HP_0000219	Thin upper lip vermilion	http://purl.obolibrary.org/obo/UBERON_0001834	upper lip
